A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
-0.034686953,0.52657086,0.14390957,0.10158202,-0.0035872757,0.06392196,-0.14910029,-0.006926909,0.32169557,0.5486659,-0.08480648,0.34484088,0.74108565,0.47932017,-0.030929714,0.32075536
0.07659383,0.5104828,-0.1348832,-0.070606545,-0.0838258,0.031989574,0.09811996,0.14185473,0.14804019,0.56083477,0.1433751,0.31657067,0.690987,0.53220487,-0.11894925,-0.0069456547
0.068847,0.034015805,0.0003476888,0.119173974,-0.08121379,-0.09983967,0.12100485,0.0016919523,0.27612203,0.27576724,-0.10171643,0.45028538,0.8085245,0.13274205,0.10617855,0.14137281
0.058569,0.3232913,-0.012235701,0.10466543,0.10256955,0.08610304,0.052049935,-0.041507795,0.2952572,0.720445,0.06747991,0.14450139,0.28329092,0.2517985,-0.114108294,0.37338558
0.077583924,0.7215365,-0.03682249,-0.004762426,0.063687265,0.050721735,-0.104533,-0.14152092,0.3501797,0.69291043,-0.14976722,0.08320684,0.47338802,0.6474188,0.020475075,0.19953914
-0.040814176,0.4540723,-0.13989273,0.1267373,0.030224055,0.024487734,-0.005353138,0.1377629,0.12477282,0.6120659,-0.07867873,0.23636235,0.8831724,0.33408573,0.054179877,0.23021099
0.049117193,0.34299266,0.111667275,0.070434764,0.07076883,0.14387709,-0.09696397,0.11704326,0.17691636,0.39169046,-0.13584498,0.37875038,0.59149516,0.46044844,0.06412955,0.10416965
0.020347893,0.1739782,-0.09269491,-0.048852466,0.02040337,-0.12254987,-0.092557564,0.06517714,0.19175753,0.4140362,-0.13959278,0.27496293,0.6042297,0.19141099,-0.0014255047,0.3762614
0.13944861,0.5918087,0.013864234,-0.009589553,0.1309298,-0.006131828,0.1387465,-0.09794663,0.039111253,0.36384565,-0.042673446,0.22963119,0.5501087,0.48020634,-0.1166296,0.08482911
-0.038879894,0.20264386,0.0011796057,0.09250045,0.07790314,-0.024165526,-0.083653525,-0.11244579,0.3867024,0.2793797,-0.025586486,0.061582185,0.8026221,0.22540548,-0.00033268332,0.33145118
0.03502339,0.5264694,-0.08776646,-0.046079814,-0.06485392,0.088506475,0.02461043,0.05032763,-0.065030985,0.54234546,0.011205941,0.048725635,0.391635,0.43832856,-0.07035926,0.3828784
0.111692816,0.621105,0.043262854,0.122009784,0.089998886,-0.064341694,0.089391604,0.12014839,0.15008584,0.36260253,-0.10984008,0.4289819,0.62240595,0.67908597,0.09327249,0.2936408
0.02912487,0.62471545,0.13509807,-0.054851465,0.09142199,-0.016950369,-0.14657596,-0.080709904,0.37824368,0.5140662,0.116538346,0.20679769,0.72247475,0.5957416,-0.04858815,0.26697642
0.12324837,0.51382726,-0.011440307,0.051588967,-0.026576936,-0.057424918,0.13419792,-0.032051556,0.21834873,0.47840884,-0.107384674,0.41571987,0.7813963,0.6016991,-0.14761783,0.365932
-0.081805535,0.630098,0.026955932,0.10446498,-0.0708277,-0.077545024,-0.14494406,0.031708866,0.41263855,0.46335125,-0.03695914,0.15065852,0.84049916,0.6469426,-0.07566188,0.29367733
-0.022671789,0.40885258,-0.098538175,0.07071544,0.06322788,-0.029667825,-0.016528755,0.03371352,0.3440929,0.8535006,0.08629526,0.2181838,0.7644198,0.65223515,-0.0662742,0.4046329
-0.00067795813,0.579492,-0.09818867,-0.10125887,-0.09515017,0.08573623,0.07613994,-0.0457732,0.2393711,0.54517776,-0.03063596,0.30470037,0.66188353,0.5115938,0.14868906,0.25352544
-0.038002573,0.43099695,-0.01469934,0.06865083,0.13065964,-0.017470136,0.07316473,-0.094467714,0.259983,0.4417957,0.0059504807,0.257477,0.681444,0.60256183,0.07623495,0.41312647
0.053565904,0.51145333,0.025843024,-0.08442774,0.09510209,-0.1350518,-0.06261898,-0.009108052,0.3494757,0.42974108,0.085123464,0.17208424,0.83888113,0.7335694,-0.058727972,0.3712157
0.062526315,0.67901313,-0.008006066,-0.06480895,0.110230595,-0.040840708,0.09886293,0.015030012,0.20557937,0.55890805,0.12340003,0.27141196,0.91920996,0.6800274,-0.12627783,0.23314352
-0.14490312,0.5924152,0.094412476,0.092209235,0.10914096,0.08968891,0.0026987493,0.14673579,0.47270834,0.3121331,0.10790712,0.23885232,0.7646233,0.5839582,0.0004016906,0.29089415
0.12630534,0.6303696,-0.09386845,-0.071982086,0.08746807,0.14909062,-0.1273004,-0.09545591,0.05305613,0.7196151,0.057846636,0.3107618,0.9063762,0.5427247,0.08705787,0.32536483
0.14165115,0.630754,-0.0692766,-0.044596516,0.09637861,0.14846277,0.107112855,0.007020265,0.43159166,0.22284971,-0.1442985,0.21811537,0.65259695,0.6916845,-0.13880506,0.19574794
0.005381793,0.5738634,-0.14285135,-0.052047357,0.055849984,0.13754311,-0.0696398,-0.0019687563,0.3203307,0.55278295,-0.12051094,0.30899036,0.9071245,0.3082323,0.106659114,0.4406114
-0.005326703,0.5309887,0.134009,0.09572402,-0.040016912,-0.05385243,-0.07006372,0.14990914,0.39473,0.6131495,0.09536143,0.3962552,0.67900944,0.7062051,0.13576609,0.36112005
0.13418132,0.5672747,-0.06831664,-0.06242171,-0.03416484,-0.059029646,0.08874364,0.06616846,0.28148252,0.6478592,0.116348416,0.4163489,0.97212195,0.7379087,-0.12671936,0.31124875
-0.01720719,0.5175521,0.03895119,0.09434286,-0.039137453,0.067904234,-0.13245605,-0.023007795,0.3245805,0.38651878,0.09179467,0.12633121,0.911174,0.5136312,0.029420853,0.0364051
0.08885391,0.2825542,0.056120932,0.12252772,-0.045210637,0.020466775,0.038948596,0.08173576,0.31953704,0.74359286,0.03246422,0.08854973,0.79958993,0.301955,0.018832296,0.10518988
-0.14835396,0.20549002,-0.066192806,-0.07313149,0.13418883,-0.099009156,0.08829439,-0.07700383,0.061001323,0.64684594,-0.14098035,0.3172534,0.39967203,0.31038266,-0.023298979,0.34276587
-0.07091904,0.64892197,-0.056646615,0.057412237,-0.020387635,0.14942494,-0.03570707,-0.13467175,0.1362484,0.075844444,-0.08724979,0.33929378,0.5953659,0.55456764,0.04575418,0.5044116
-0.12763634,0.6128164,-0.016856149,0.091982305,0.014118239,-0.040172897,0.03634964,-0.09677647,0.075395584,0.5451185,-0.0510711,0.17974573,0.6340084,0.63216615,-0.097603306,0.18296917
-0.090039775,0.40392268,-0.087849215,0.008408487,-0.089147404,-0.11337045,-0.0015707016,0.029947951,0.20546094,0.4046312,0.029332101,0.24782558,0.81647474,0.40452468,-0.04141683,0.016033925
0.11829117,0.20476246,0.098388776,-0.06494524,-0.092044175,-0.1329502,0.031297,-0.11569592,0.1142105,0.49816972,0.13130477,0.3146341,0.5121373,0.27394027,-0.13420455,0.4181764
-0.08356205,0.562449,-0.08848417,-0.04475963,-0.043786526,0.13648242,-0.117654294,0.123906076,0.28954217,0.18119049,-0.018165022,0.23178276,0.49477118,0.7098253,-0.10880019,0.23893204
-0.043511584,0.6292753,0.060378328,0.01308389,0.03404714,-0.027510844,0.11984992,0.00086066127,0.44843498,0.56122124,0.027784526,0.24186319,0.7880002,0.4116524,0.08235739,0.066505596
0.040312096,0.17925946,0.026289761,0.035042107,0.023386687,0.048023537,-0.03535241,0.09059803,0.2201617,0.72271204,0.14055732,0.22570826,0.55306864,0.37791157,-0.11660229,0.18306097
-0.09716512,0.44591686,0.07660243,-0.0841544,0.12392753,-0.09568282,-0.120988734,0.13690165,0.21202788,0.43375668,0.024119288,0.09584721,0.50185674,0.3841077,-0.0059407353,0.2033586
-0.09064472,0.367108,-0.10958263,-0.027874485,-0.12169637,-0.01755862,-0.14666922,0.12184465,0.17678185,0.49232474,-0.009975493,0.17710765,0.60266906,0.49864328,0.020844162,0.36481807
-0.017483518,0.6967709,-0.14805424,0.12682408,0.09250568,-0.025018789,-0.030735634,-0.026451677,0.085146315,0.47054723,-0.08798486,0.23843452,0.82954943,0.6577587,-0.13540493,0.28100005
-0.053287573,0.6731355,0.08334006,0.060677007,0.14970168,0.113972425,-0.045940965,0.031153575,0.25982383,0.49528983,-0.06853284,0.4321851,0.7881924,0.54149884,0.10568899,0.4287337
-0.12750766,0.75840485,-0.04657334,0.08382571,0.033263758,-0.094218425,-0.025603868,-0.074466854,0.3748079,0.4992753,-0.031968825,0.18669707,0.8063465,0.6980771,0.116883606,0.3709421
-0.12792729,0.73271143,0.14149484,-0.061621286,0.05711654,-0.018219829,0.055286855,0.0085565895,0.37077093,0.53307474,0.075565934,0.23647201,0.93509114,0.6614309,-0.002182752,0.07132752
-0.11596422,0.3900652,0.11128986,0.042965785,0.111240655,-0.13081223,0.0659554,0.028113604,0.00065209717,0.43384224,0.002763927,0.40715313,0.8314903,0.1377483,0.091180146,0.22718859
0.11914012,0.5445471,-0.030842148,-0.007858545,0.14811045,0.026833445,0.069659665,-0.1304274,0.16556732,0.091075316,-0.12212139,0.44611895,0.33701718,0.572003,0.078114465,0.47871718
0.016189516,0.73330766,-0.13507192,-0.0704288,-0.05227606,-0.06081242,0.09189035,0.04497212,0.334652,0.39859796,0.07296406,0.11683594,0.8729818,0.7252573,0.066444755,0.35131347
-0.043383747,0.7267205,0.027600408,0.13048717,-0.12146531,-0.12808594,-0.06285487,0.0031786263,0.31055358,0.59870565,0.10897404,0.25734794,0.9917151,0.72013605,0.09094511,0.3782866
-0.027816318,0.7139839,0.04791753,-0.010837436,-0.14024545,0.0087637305,0.122207254,0.025671303,0.40023625,0.7366521,-0.000668332,0.17280194,0.7119945,0.47038114,0.013580948,0.26149628
-0.06083177,0.45078382,0.12535995,0.0014913678,0.026941702,-0.1098004,-0.08098471,0.053987116,0.25926593,0.59951615,0.013157934,0.3269843,0.6843799,0.3988039,-0.115663335,0.38974443
-0.022327304,0.4818779,-0.039661847,0.08209577,-0.051619776,0.0889117,-0.123001836,0.13470238,0.19151972,0.41357076,-0.026029497,0.22540468,0.5799001,0.695164,-0.03707421,0.30421638
0.040053606,0.6730702,0.0004924387,-0.08589152,-0.089334145,-0.13551998,-0.10357498,0.13007805,0.053726584,0.618447,-0.11344117,0.16875717,0.74972975,0.41772962,-0.09318801,0.29514092
0.110608876,0.531421,-0.14892334,0.14505875,-0.032765955,-0.037511252,0.14463598,0.06698085,0.39577192,0.24691541,0.058578357,0.14114824,0.50117046,0.40835536,0.014185309,0.30018294
0.007247582,0.41522124,0.040205732,-0.004566431,-0.010398924,0.13870707,0.08442505,-0.0042156875,0.016166203,0.84701806,-0.10424372,0.4858201,0.58083725,0.5823567,0.059065953,0.08888428
-0.09811042,0.3983257,0.007985294,0.10453805,-0.055234767,-0.14815043,0.032426834,-0.08895086,0.15772063,0.102713086,0.14141017,0.06285775,0.6722481,0.31969315,0.0069680363,0.1588704
-0.0347075,0.32380927,-0.06752762,0.111462235,-0.104216896,0.12474346,0.015558526,-0.14654694,0.08733427,0.59675026,0.059144378,0.0022156164,0.67373645,0.25903916,-0.030963205,0.17034814
-0.12364905,0.36646557,-0.11983265,0.011033192,-0.07147286,-0.07411108,0.122392744,0.00200364,0.31508663,0.5086137,0.10867721,0.40302104,0.5160085,0.2768268,-0.046899103,0.42149478
0.14066035,0.58768475,0.114038765,-0.110447004,0.06879631,-0.04979516,-0.117466494,-0.13811557,0.22073962,0.6499802,-0.14935306,0.46547887,0.44153967,0.55511343,0.1460756,0.20120521
-0.13359721,0.5791659,-0.094739825,-0.12263681,-0.056349963,-0.053898476,-0.089242905,-0.06450614,0.43845797,0.26401114,-0.093710095,0.22817104,0.7517014,0.5579195,0.12042943,0.27269873
-0.123539925,0.58882093,-0.1275968,0.047797948,-0.07655227,0.0471161,-0.09578155,0.11998284,0.2226471,0.6140105,-0.124945365,0.35497534,0.7826728,0.61347836,0.14232779,0.103073224
0.06361216,0.17219132,-0.07588825,-0.13538894,-0.09548454,-0.015926689,0.06773405,0.14897323,0.2895463,0.44441193,-0.0014331639,0.46445635,0.78848076,0.4362992,0.028018191,0.20474137
-0.04769665,0.3676631,0.05661525,-0.11002804,0.056834444,0.14296937,-0.03476329,-0.048351504,0.069781885,0.42043564,-0.018161297,0.19384947,0.7442805,0.36660668,0.011359096,0.4518036
0.029368743,0.7184378,0.03565918,-0.0645425,0.046359584,0.11777574,0.14826414,-0.09602064,0.23581785,0.16045809,0.073297754,0.2892502,0.58942837,0.7085405,-0.1267027,0.25563663
-0.08237585,0.52498263,-0.08577653,-0.09620067,0.03415899,0.09125866,0.056260064,0.016297624,0.3972909,0.4612646,-0.08543428,0.22982354,0.71093583,0.47941518,-0.09286228,0.06621449
0.0963832,0.30873168,0.054895878,0.105248004,0.022788152,0.13959512,-0.06346822,0.061762333,0.21193191,0.45924067,0.061921805,0.22224437,0.771724,0.3624025,0.121486634,0.17039968
0.012619555,0.39210123,0.12931964,-0.049303368,-0.07019445,0.03782271,-0.048003353,-0.031401947,0.444713,0.60730094,-0.13625082,0.3693692,0.5885666,0.2675811,0.118183374,0.08753336
-0.08990279,0.3059883,0.13652238,0.11420065,-0.018322423,-0.14167272,-0.074086405,-0.06573819,0.37130338,0.63361895,-0.00028571486,0.3189997,0.6180221,0.4155476,-0.1408018,0.31898046
0.13064668,0.59598106,-0.12651777,0.035423562,-0.13547155,0.14388445,-0.05984252,0.039947093,0.31822425,0.60845846,0.0785338,0.26651075,0.7852142,0.5746246,0.013360247,0.1532229
0.114614666,0.2617492,0.12917304,-0.06765374,0.07546377,0.06821953,0.11660555,0.06990732,0.15481576,0.6036692,-0.12026118,0.2609949,0.9005738,0.28535748,0.12169176,0.2508536
-0.019534454,0.5517477,0.1186935,-0.015661955,-0.0063634217,-0.022017896,0.14198235,0.052358642,0.2944154,0.44342127,0.09318386,0.2379268,0.39177224,0.45242488,0.017117485,0.3690563
0.07940538,0.64719754,-0.14901358,-0.13513665,-0.14876822,0.07075642,-0.14036143,0.04670857,0.2688735,0.4637717,0.112874776,0.34248996,0.62353754,0.5661863,0.092231646,0.16832791
0.037130997,0.33884683,-0.13176104,0.059252754,0.030814633,-0.08618226,0.112285435,0.0041799545,0.22332765,0.46287847,-0.101747274,0.4479891,0.8063544,0.41475502,-0.09707766,0.32681695
0.024690434,0.5325784,0.0017415285,0.099094346,0.07802485,0.12829876,0.1272687,-0.11073958,0.16660842,0.40953594,-0.06224224,0.49639928,0.56953406,0.6356024,0.07303934,0.17030478
-0.016228527,0.3961387,0.0098747015,-0.022055835,0.033769846,0.07961638,0.06813218,0.06398277,0.20261128,0.5001997,-0.13227649,0.06353161,0.83935803,0.41127115,0.13322118,0.41605678
-0.14579356,0.55157083,0.08260727,-0.05592209,0.11408168,-0.09068261,0.055373132,0.12920502,0.44982553,0.56782746,0.09212591,0.20581427,0.5842701,0.7806618,-0.043706544,0.14974728
-0.0857985,0.33234212,0.10190666,-0.040162988,0.13967317,0.08177054,0.10144338,0.0024579763,0.17903619,0.6650294,0.141195,0.40137076,0.96080965,0.3845884,0.05816503,0.2113658
0.032947302,0.59822416,0.12834144,-0.1264366,0.14493778,-0.023814648,0.13617018,0.070011005,0.15384915,0.42152178,-0.0966111,0.42923883,0.5130398,0.5942061,-0.14953785,0.30702198
0.047729418,0.44458494,-0.00040769577,0.08143669,0.12442365,0.10678673,0.053434536,0.13784286,0.4177158,0.0725939,0.11030325,0.2656076,0.7912934,0.62303853,0.11401886,0.30290747
-0.12637815,0.44314831,-0.120389506,0.013737813,0.07480802,0.10920486,0.12762311,-0.0259289,0.1984244,0.55828846,0.07800935,0.02910796,0.8599625,0.55228984,0.10309315,0.23130426
0.04957764,0.489846,0.102424294,0.03573613,0.109656036,0.033753335,-0.031620026,-0.11840618,0.34805477,0.37184322,-0.053429924,0.41409886,0.79751563,0.42839128,0.10729477,0.26885673
0.044724107,0.5263841,-0.09696838,-0.084302515,0.017020509,0.10636443,-0.094948076,-0.14031851,0.43840888,0.509318,-0.1407647,0.29439107,0.78421396,0.579933,-0.0713257,0.4111762
-0.05135352,0.53115404,-0.0020425767,-0.13593668,0.05821295,-0.06463643,-0.107627705,0.12753326,0.26077265,0.53268486,0.00046643615,0.30819213,0.7500097,0.56945807,0.05952607,0.14529815
0.055687845,0.319098,-0.026851669,0.095469356,-0.0690825,0.11284253,0.1156469,0.058174565,0.24439761,0.32499173,0.09513894,0.10961422,0.6358317,0.4399342,0.044848397,0.24992163
0.06093435,0.648943,0.11319506,0.041586593,0.01417309,-0.005296409,0.13097888,-0.001781404,0.21053419,0.49348938,0.051645815,0.27460644,0.65174305,0.62252927,-0.14511064,0.11999637
0.019958854,0.33113053,-0.018770754,0.105671376,-0.056445643,-0.0075906515,-0.041943364,-0.104017586,0.39952764,0.38480192,-0.016695395,0.4187811,0.7890991,0.47988066,0.13031095,0.22916417
0.12454468,0.4418671,0.12461999,0.07166746,-0.08961269,-0.09956067,0.0573287,-0.017073497,0.25813603,0.79878706,-0.13351193,0.17806572,0.5950801,0.40991798,-0.014868647,0.2961385
-0.13127452,0.5128365,0.0628102,-0.1408147,0.095452294,-0.057930283,0.12201166,-0.14464477,-0.025502674,0.5661875,0.0275902,0.448686,0.69754714,0.5913948,0.07422076,0.15820733
0.13174191,0.49325818,-0.12069857,0.058562055,-0.03196054,0.00080375373,0.1372711,-0.07284075,0.16195707,0.35421687,-0.09457409,0.180423,0.75948423,0.3911286,-0.111343235,0.29476863
